time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1733141827421792500,0.13779248046875,-0.6548010110855103,-0.13554400205612183,0.17399461567401886,0.7229034304618835,0.03531597554683685,-0.44346436858177185,1.4799755811691284
1733141827431832300,0.147832275390625,-0.6654208898544312,-0.1313200145959854,0.17026367783546448,0.7148289084434509,0.042783819139003754,-0.43144625425338745,1.508610725402832
1733141827441894000,0.157893798828125,-0.6738177537918091,-0.128586545586586,0.16825327277183533,0.7079024910926819,0.049054306000471115,-0.4241010248661041,1.5320323705673218
1733141827451975200,0.16797509765625,-0.6811394691467285,-0.12629002332687378,0.16746850311756134,0.7014657258987427,0.05582132562994957,-0.4191553592681885,1.553271770477295
1733141827462074000,0.17807421875,-0.687822163105011,-0.12393714487552643,0.1676044762134552,0.6953049898147583,0.06367039680480957,-0.4154108762741089,1.5733988285064697
1733141827472186600,0.1881865234375,-0.6936333775520325,-0.12198931723833084,0.16865284740924835,0.6895995736122131,0.07182994484901428,-0.4135226905345917,1.5917019844055176
1733141827482310100,0.19831005859375,-0.6980888247489929,-0.12119004875421524,0.17021679878234863,0.6848439574241638,0.07835577428340912,-0.4140787720680237,1.606417179107666
1733141827492437000,0.20843701171875,-0.701797604560852,-0.1209627017378807,0.1721053421497345,0.6806085109710693,0.0841781497001648,-0.4159459173679352,1.6192229986190796
1733141827502543400,0.21854345703125,-0.7047713398933411,-0.12130958586931229,0.17355318367481232,0.6770972013473511,0.08804108202457428,-0.4180900752544403,1.629533052444458
1733141827512584200,0.228584228515625,-0.70761638879776,-0.12188967317342758,0.17380113899707794,0.6739548444747925,0.08952301740646362,-0.41891607642173767,1.6385587453842163
1733141827522629600,0.238629638671875,-0.7106391191482544,-0.1222081258893013,0.17317311465740204,0.6708713173866272,0.09002147614955902,-0.4181225895881653,1.6474634408950806
1733141827532667600,0.248667724609375,-0.7135450839996338,-0.12157177925109863,0.1726810783147812,0.6680231690406799,0.09197260439395905,-0.41610822081565857,1.6561006307601929
1733141827542710500,0.25871044921875,-0.7158109545707703,-0.12014836072921753,0.17265714704990387,0.6658592820167542,0.09534928947687149,-0.4136320948600769,1.6630914211273193
1733141827552751000,0.268751220703125,-0.7169284224510193,-0.11924973875284195,0.17283472418785095,0.6647716164588928,0.09759537875652313,-0.41236618161201477,1.6666852235794067
1733141827562796300,0.27879638671875,-0.7167662978172302,-0.12029968202114105,0.17248491942882538,0.6648481488227844,0.09548011422157288,-0.4134882986545563,1.6659575700759888
1733141827572834600,0.28883447265625,-0.7156779170036316,-0.12365971505641937,0.17133259773254395,0.6657015681266785,0.08826940506696701,-0.4171033203601837,1.6618139743804932
1733141827582877700,0.298877685546875,-0.7145113348960876,-0.12855160236358643,0.169695183634758,0.6664469838142395,0.07808595895767212,-0.42233219742774963,1.6571251153945923
1733141827592917800,0.308917724609375,-0.7137759923934937,-0.13432714343070984,0.1679452359676361,0.6665391325950623,0.06676768511533737,-0.42864978313446045,1.6537516117095947
1733141827602962700,0.318962646484375,-0.7137497663497925,-0.14016351103782654,0.1667012870311737,0.6656772494316101,0.056681033223867416,-0.43567436933517456,1.6530170440673828
1733141827613012000,0.329011962890625,-0.7140926718711853,-0.1455729603767395,0.1667390614748001,0.6641371846199036,0.049596529453992844,-0.44380661845207214,1.6544488668441772
1733141827623065600,0.339065673828125,-0.714351236820221,-0.15055954456329346,0.1683426946401596,0.6623404622077942,0.04570195451378822,-0.4534896910190582,1.6568653583526611
