time,seconds_elapsed,z,y,x
1732621168032689400,0.144689453125,-3.398463726043701,1.4312987327575684,0.21770013868808746
1732621168042718700,0.15471875,-2.795104503631592,1.487464189529419,-0.06916110962629318
1732621168052757000,0.164757080078125,-1.4646048545837402,1.4545283317565918,-0.060434870421886444
1732621168062804200,0.17480419921875,0.11784553527832031,1.293412685394287,0.08855563402175903
1732621168072859600,0.184859619140625,1.185746192932129,1.2426502704620361,0.231145977973938
1732621168082922200,0.194922119140625,1.635197639465332,1.2324495315551758,0.2525624632835388
1732621168092991000,0.204990966796875,1.387786865234375,1.2792048454284668,0.4170640707015991
1732621168103064600,0.215064697265625,0.7197561264038086,1.2783844470977783,0.6235544681549072
1732621168113141500,0.2251416015625,0.35016441345214844,1.1196224689483643,0.7586996555328369
1732621168123220200,0.23522021484375,0.2292919158935547,0.9344263076782227,1.1274402141571045
1732621168133304000,0.245303955078125,0.03410625457763672,0.824350118637085,1.5254619121551514
1732621168143346000,0.255345947265625,-0.13242053985595703,0.7128684520721436,1.6481480598449707
1732621168153392600,0.265392578125,-0.2718973159790039,0.5490496158599854,1.194413423538208
1732621168163430000,0.275429931640625,-0.616511344909668,0.301816463470459,0.43363332748413086
1732621168173472000,0.285471923828125,-1.1666498184204102,0.006766796112060547,-0.09769535064697266
1732621168183513300,0.295513427734375,-1.1777257919311523,-0.09755301475524902,-0.33416712284088135
1732621168193559300,0.305559326171875,-0.8826169967651367,-0.08170366287231445,-0.66037917137146
1732621168203594500,0.315594482421875,-0.5216169357299805,-0.04688072204589844,-1.2101784944534302
1732621168213629700,0.325629638671875,-0.4972686767578125,0.02831435203552246,-1.5958657264709473
1732621168223665700,0.335665771484375,-0.5288572311401367,0.23247170448303223,-1.5658907890319824
1732621168233707000,0.34570703125,-0.813288688659668,0.18257427215576172,-0.9347907304763794
1732621168243753500,0.35575341796875,-1.3387279510498047,-0.004989147186279297,-0.552285373210907
1732621168253804800,0.3658046875,-2.498849391937256,-0.3586432933807373,-1.5237957239151
1732621168263843300,0.37584326171875,-2.4618983268737793,0.1657557487487793,-2.7227015495300293
1732621168273881600,0.385881591796875,5.807994842529297,0.21139812469482422,3.1274735927581787
1732621168283925000,0.395925048828125,2.016571044921875,1.6423230171203613,-0.6778284311294556
1732621168293973200,0.40597314453125,2.1060638427734375,0.8109884262084961,2.65145206451416
1732621168304025600,0.416025634765625,-0.4060945510864258,0.8180937767028809,1.7931402921676636
1732621168314081800,0.426081787109375,-1.4443597793579102,0.6267399787902832,1.0859272480010986
1732621168324140500,0.436140625,-1.8249821662902832,0.7274675369262695,0.22088277339935303
1732621168334199800,0.44619970703125,-1.4423542022705078,0.6793379783630371,-0.1499800682067871
1732621168344260600,0.456260498046875,-0.7252626419067383,0.7483358383178711,-0.5830481052398682
1732621168354321700,0.46632177734375,-0.33937644958496094,1.2964773178100586,-1.6029858589172363
1732621168364377000,0.476377197265625,-0.2856941223144531,0.9507942199707031,-1.317960500717163
1732621168374418000,0.48641796875,-0.17590045928955078,0.5980381965637207,1.3583029508590698
