time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1731409782498502700,0.145502685546875,-0.6878709197044373,-0.3955448269844055,0.34874966740608215,0.4987499713897705,0.18972857296466827,-1.1018508672714233,2.003676652908325
1731409782508307000,0.155306884765625,-0.6380575299263,-0.44878527522087097,0.31733348965644836,0.539234459400177,-0.19712938368320465,-1.1553491353988647,1.6095473766326904
1731409782518112300,0.1651123046875,-0.6141199469566345,-0.48514440655708313,0.26799124479293823,0.5618472099304199,-0.5105732679367065,-1.1129668951034546,1.337755560874939
1731409782527918600,0.174918701171875,-0.61557936668396,-0.5043296813964844,0.2149522602558136,0.5661352872848511,-0.654995322227478,-1.0437450408935547,1.268563985824585
1731409782537724000,0.184723876953125,-0.6245492696762085,-0.5141677260398865,0.1711619794368744,0.5623818635940552,-0.7235217094421387,-0.9877020716667175,1.2735188007354736
1731409782547528200,0.194528076171875,-0.6280654072761536,-0.5204055905342102,0.1453724503517151,0.5599809885025024,-0.7659693956375122,-0.9553383588790894,1.2740800380706787
1731409782557333800,0.204333740234375,-0.631039023399353,-0.5226544737815857,0.13014286756515503,0.558287501335144,-0.7848526239395142,-0.9355827569961548,1.2807338237762451
1731409782567139800,0.214139892578125,-0.6374624967575073,-0.520467221736908,0.11801119893789291,0.5557236671447754,-0.7826512455940247,-0.9185460209846497,1.3050159215927124
1731409782576945200,0.223945068359375,-0.6423883438110352,-0.515736997127533,0.11190629005432129,0.5557243824005127,-0.7698748707771301,-0.9059068560600281,1.3258333206176758
1731409782586749700,0.233749755859375,-0.6482693552970886,-0.5078807473182678,0.10829366743564606,0.5568451285362244,-0.7454088926315308,-0.8932170867919922,1.3520570993423462
1731409782596555000,0.243554931640625,-0.655005931854248,-0.49745118618011475,0.10616996139287949,0.558782160282135,-0.7124884724617004,-0.8793407678604126,1.3824526071548462
1731409782606361000,0.253361083984375,-0.6606763601303101,-0.48547857999801636,0.10762996226549149,0.5623460412025452,-0.6740585565567017,-0.8672287464141846,1.4095821380615234
1731409782616166400,0.26316650390625,-0.6634518504142761,-0.47378435730934143,0.11306919157505035,0.5679572224617004,-0.6361915469169617,-0.8588674068450928,1.4262638092041016
