time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1732276345460019200,0.136019287109375,-0.3592299818992615,0.01580962911248207,0.22052237391471863,0.9066828489303589,0.20448008179664612,-0.3990347683429718,0.7959429621696472
1732276345470088400,0.14608837890625,-0.38057926297187805,0.01470132078975439,0.22441664338111877,0.8969841003417969,0.21596136689186096,-0.40215933322906494,0.8467192053794861
1732276345480157700,0.15615771484375,-0.3935042917728424,0.011889738030731678,0.22524523735046387,0.8912225365638733,0.21745115518569946,-0.4029458165168762,0.8761627674102783
1732276345490202400,0.166202392578125,-0.3959175944328308,0.006898696534335613,0.22364966571331024,0.8906079530715942,0.20742829144001007,-0.40378931164741516,0.8792244791984558
1732276345500243500,0.176243408203125,-0.4054012596607208,-0.0013602969702333212,0.22252003848552704,0.8866413235664368,0.19506195187568665,-0.40682321786880493,0.8980613350868225
1732276345510284800,0.186284912109375,-0.4145778715610504,-0.010457102209329605,0.2237137109041214,0.8820249438285828,0.18358169496059418,-0.41513416171073914,0.9175367951393127
1732276345520326000,0.196325927734375,-0.4297843873500824,-0.021277716383337975,0.22536011040210724,0.8740969300270081,0.1726498305797577,-0.4249363839626312,0.9512876272201538
1732276345530367200,0.2063671875,-0.44738462567329407,-0.03270954638719559,0.22825942933559418,0.8641034364700317,0.16380710899829865,-0.43757811188697815,0.9919840097427368
1732276345540408600,0.21640869140625,-0.44403472542762756,-0.03910558298230171,0.23429223895072937,0.8639508485794067,0.15706369280815125,-0.45511144399642944,0.9859451651573181
1732276345550449700,0.22644970703125,-0.40669164061546326,-0.03678358718752861,0.24411125481128693,0.8795786499977112,0.15126238763332367,-0.4772624373435974,0.90305095911026
1732276345560491000,0.236490966796875,-0.3272285759449005,-0.02339942567050457,0.2560529410839081,0.9092913866043091,0.14308658242225647,-0.501757800579071,0.7276132106781006
1732276345570532000,0.246531982421875,-0.2435065060853958,-0.0090332655236125,0.26545077562332153,0.9328230619430542,0.13015304505825043,-0.5231791138648987,0.5455795526504517
1732276345580573000,0.256572998046875,-0.1777956485748291,0.0010737060802057385,0.27238065004348755,0.9456195831298828,0.11559909582138062,-0.5407220125198364,0.40377190709114075
1732276345590614000,0.266614013671875,-0.13132086396217346,0.0072249919176101685,0.2780199646949768,0.9515290260314941,0.10229010879993439,-0.555290937423706,0.3034648001194
1732276345600654800,0.27665478515625,-0.1036105528473854,0.010742413811385632,0.2825666069984436,0.9535751342773438,0.09381133317947388,-0.5664867758750916,0.24378444254398346
1732276345610696000,0.286696044921875,-0.09050894528627396,0.013065752573311329,0.2858973741531372,0.953886866569519,0.09144540876150131,-0.5740798711776733,0.2162134349346161
1732276345620737000,0.296737060546875,-0.08270927518606186,0.016470180824398994,0.2877971827983856,0.9539710283279419,0.09450161457061768,-0.5780310034751892,0.20108573138713837
1732276345630778400,0.3067783203125,-0.07902771979570389,0.02071264013648033,0.287851482629776,0.9541839957237244,0.10166565328836441,-0.5776453018188477,0.19549916684627533
1732276345640819500,0.3168193359375,-0.08023695647716522,0.024519043043255806,0.28651300072669983,0.9543957114219666,0.11070957779884338,-0.5739565491676331,0.2004510909318924
1732276345650860800,0.32686083984375,-0.08665350824594498,0.02667175978422165,0.28476500511169434,0.9543001055717468,0.11929938942193985,-0.569107174873352,0.21604160964488983
1732276345660902000,0.33690185546875,-0.09719119220972061,0.02706446684896946,0.28336602449417114,0.953690230846405,0.1266583353281021,-0.5647751688957214,0.23991389572620392
1732276345670943200,0.346943115234375,-0.11678067594766617,0.024656686931848526,0.28247782588005066,0.9518195986747742,0.13374608755111694,-0.5609337091445923,0.2827433943748474
1732276345680984800,0.35698486328125,-0.14898449182510376,0.019420666620135307,0.28305378556251526,0.9472628831863403,0.14338727295398712,-0.5591500997543335,0.3532324731349945
1732276345691026200,0.367026123046875,-0.1916324496269226,0.012725201435387135,0.28602007031440735,0.9387798309326172,0.1583566814661026,-0.5611292123794556,0.4484463036060333
1732276345701067500,0.377067626953125,-0.22290688753128052,0.007277086842805147,0.28861066699028015,0.9311087131500244,0.1690395176410675,-0.5635747909545898,0.5189964175224304
1732276345711108900,0.38710888671875,-0.2287212312221527,0.00342581607401371,0.28749963641166687,0.9300639033317566,0.16372179985046387,-0.5624009966850281,0.5296586155891418
1732276345721150500,0.397150390625,-0.22642958164215088,0.0007506071124225855,0.2862434983253479,0.9310175776481628,0.1554410755634308,-0.5617351531982422,0.5220761299133301
1732276345731191800,0.40719189453125,-0.224630668759346,-0.0011919396929442883,0.2850622534751892,0.931814968585968,0.14915233850479126,-0.5607081055641174,0.516128659248352
1732276345741233200,0.417233154296875,-0.2251051515340805,-0.0030758508946746588,0.28421100974082947,0.9319561719894409,0.14475488662719727,-0.5599327087402344,0.5156885385513306
1732276345751274500,0.4272744140625,-0.22137713432312012,-0.004782860167324543,0.2834959030151367,0.9330591559410095,0.1380482017993927,-0.5599626302719116,0.5056557059288025
1732276345761316000,0.437316162109375,-0.22554832696914673,-0.007530343718826771,0.2822287678718567,0.9324259757995605,0.13394467532634735,-0.5582607388496399,0.5131133794784546
1732276345771357200,0.447357177734375,-0.22777196764945984,-0.009485454298555851,0.2810177803039551,0.9322333335876465,0.13031035661697388,-0.5565609931945801,0.5165463089942932
1732276345781398500,0.4573984375,-0.22827136516571045,-0.011264479719102383,0.27989837527275085,0.9324281215667725,0.1259855479001999,-0.5551995635032654,0.5161275863647461
1732276345791440000,0.46743994140625,-0.2277892827987671,-0.01308140717446804,0.2787550985813141,0.9328646659851074,0.12092164903879166,-0.5539389252662659,0.5134056210517883
1732276345801481000,0.47748095703125,-0.22898657619953156,-0.014791974797844887,0.2778647840023041,0.9328116178512573,0.1173766627907753,-0.5529093742370605,0.5147773027420044
1732276345811522300,0.487522216796875,-0.2302846759557724,-0.016087736934423447,0.27673712372779846,0.9328058362007141,0.11463332921266556,-0.5511807799339294,0.5165165066719055
1732276345821563600,0.497563720703125,-0.23226803541183472,-0.017373980954289436,0.27542316913604736,0.9326798915863037,0.11222841590642929,-0.5489996671676636,0.5197716951370239
1732276345831604700,0.507604736328125,-0.23589274287223816,-0.018730485811829567,0.2740451991558075,0.9321496486663818,0.11068890243768692,-0.5465454459190369,0.526772677898407
1732276345841646000,0.51764599609375,-0.24098901450634003,-0.020136641338467598,0.2726852595806122,0.9312151074409485,0.1099928542971611,-0.543999969959259,0.5371752977371216
1732276345851687400,0.5276875,-0.24739715456962585,-0.021931612864136696,0.27139729261398315,0.9298694133758545,0.10933797061443329,-0.541684091091156,0.5504512786865234
1732276345861728500,0.537728515625,-0.251085102558136,-0.023777388036251068,0.27060455083847046,0.9290662407875061,0.10717377811670303,-0.5407270193099976,0.5576290488243103
1732276345871769900,0.547769775390625,-0.2513493597507477,-0.025468211621046066,0.2704676687717438,0.928989827632904,0.10362167656421661,-0.5413883328437805,0.5572504997253418
1732276345881811000,0.55781103515625,-0.25022152066230774,-0.027098922058939934,0.27140897512435913,0.9289736151695251,0.10008249431848526,-0.5443066358566284,0.5541690587997437
1732276345891852300,0.567852294921875,-0.24914667010307312,-0.028810391202569008,0.27326545119285583,0.9286667108535767,0.09705176949501038,-0.549078106880188,0.5515784621238708
1732276345901893600,0.5778935546875,-0.24810951948165894,-0.030941816046833992,0.27553531527519226,0.9282050132751465,0.09341778606176376,-0.5549024939537048,0.549010694026947
1732276345911814400,0.587814453125,-0.24908588826656342,-0.03415076807141304,0.27793246507644653,0.9271156787872314,0.08887454867362976,-0.5613908171653748,0.5505776405334473
