version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone XR,1731409618227,2024-11-12_11-06-58,Europe/Rome,ios,1.39,27c92986-ecf4-49ba-8bcb-6238e5ab7c98,Accelerometer|Gravity|Gyroscope|Orientation|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10||10|10,false
